file,dataset,opponent_label,combined_game_idx,dataset_game_idx,my_won,my_score,my_words,my_words_over_800,my_words_over_1400,my_words_over_1800,my_words_over_2200,my_avg_word_value,my_hv_rate,opponent_score,opponent_words,opponent_words_over_800,opponent_words_over_1400,opponent_words_over_1800,opponent_words_over_2200,opponent_avg_word_value,opponent_hv_rate,opponent_tier,total_score,total_words,total_avg_word_value,score_diff,words_diff,words_over_800_diff,words_over_1400_diff,words_over_1800_diff,words_over_2200_diff,avg_word_value_diff,hv_rate_diff,notes,my_adjusted_points,opponent_adjusted_points,my_score_share,opponent_score_share,vs_opponent_2
IMG_5806.PNG,1,Opponent 1,95,95,0,3900,23,1,0,0,0,169.57,0.0435,4400,25,1,0,0,0,176.0,0.04,weak opponent,8300,48,172.92,-500,-2,0,0,0,0,-6.43,0.0035,,-250.0,250.0,0.4698795180722891,0.5301204819277109,0
IMG_5807.PNG,1,Opponent 1,96,96,0,9600,28,5,0,0,0,342.86,0.1786,14300,33,7,2,1,0,433.33,0.2121,strong opponent,23900,61,391.8,-4700,-5,-2,-2,-1,0,-90.47,-0.0335,opponent had a word worth 1800 (tier between 1400/2200); counted toward over_800 and over_1400,-2350.0,2350.0,0.401673640167364,0.5983263598326359,0
IMG_5808.PNG,1,Opponent 1,97,97,1,10100,32,3,0,0,0,315.62,0.0938,9700,28,3,0,0,0,346.43,0.1071,mid opponent,19800,60,330.0,400,4,0,0,0,0,-30.81,-0.0133,,200.0,-200.0,0.51010101010101,0.4898989898989899,0
IMG_5809.PNG,1,Opponent 1,98,98,1,23100,59,13,0,0,0,391.53,0.2203,20200,40,12,5,0,0,505.0,0.3,strong opponent,43300,99,437.37,2900,19,1,-5,0,0,-113.47,-0.0797,,1450.0,-1450.0,0.5334872979214781,0.4665127020785219,0
IMG_5810.PNG,1,Opponent 1,99,99,1,12600,40,5,0,0,0,315.0,0.125,9200,35,3,0,0,0,262.86,0.0857,weak opponent,21800,75,290.67,3400,5,2,0,0,0,52.14,0.0393,,1700.0,-1700.0,0.5779816513761468,0.4220183486238532,0
IMG_5811.PNG,1,Opponent 1,100,100,0,8900,28,4,0,0,0,317.86,0.1429,15400,37,8,2,1,0,416.22,0.2162,strong opponent,24300,65,373.85,-6500,-9,-4,-2,-1,0,-98.36,-0.0733,opponent had a word worth 1800 (tier between 1400/2200); counted toward over_800 and over_1400,-3250.0,3250.0,0.3662551440329218,0.6337448559670782,0
IMG_5812.PNG,1,Opponent 1,101,101,0,10000,34,3,0,0,0,294.12,0.0882,19700,42,11,4,0,0,469.05,0.2619,strong opponent,29700,76,390.79,-9700,-8,-8,-4,0,0,-174.93,-0.1737,,-4850.0,4850.0,0.3367003367003367,0.6632996632996633,0
IMG_5813.PNG,1,Opponent 1,102,102,0,3800,22,1,0,0,0,172.73,0.0455,4700,23,0,0,0,0,204.35,0.0,weak opponent,8500,45,188.89,-900,-1,1,0,0,0,-31.62,0.0455,,-450.0,450.0,0.4470588235294118,0.5529411764705883,0
IMG_5814.PNG,1,Opponent 1,103,103,1,13300,36,7,1,0,0,369.44,0.1944,12400,39,4,3,0,0,317.95,0.1026,mid opponent,25700,75,342.67,900,-3,3,-2,0,0,51.49,0.0918,,450.0,-450.0,0.5175097276264592,0.4824902723735408,0
IMG_5815.PNG,1,Opponent 1,104,104,0,8600,24,2,0,0,0,358.33,0.0833,10900,27,3,2,1,0,403.7,0.1111,strong opponent,19500,51,382.35,-2300,-3,-1,-2,-1,0,-45.37,-0.0278,,-1150.0,1150.0,0.441025641025641,0.558974358974359,0
IMG_5816.PNG,1,Opponent 1,105,105,0,6600,29,1,0,0,0,227.59,0.0345,11000,33,5,1,0,0,333.33,0.1515,mid opponent,17600,62,283.87,-4400,-4,-4,-1,0,0,-105.74,-0.117,,-2200.0,2200.0,0.375,0.625,0
IMG_5817.PNG,1,Opponent 1,106,106,1,6400,26,2,0,0,0,246.15,0.0769,5500,20,2,0,0,0,275.0,0.1,weak opponent,11900,46,258.7,900,6,0,0,0,0,-28.85,-0.0231,,450.0,-450.0,0.5378151260504201,0.4621848739495798,0
IMG_5818.PNG,1,Opponent 1,107,107,0,8800,45,1,0,0,0,195.56,0.0222,9400,48,1,1,0,0,195.83,0.0208,weak opponent,18200,93,195.7,-600,-3,0,-1,0,0,-0.27,0.0014,,-300.0,300.0,0.4835164835164835,0.5164835164835165,0
IMG_5819.PNG,1,Opponent 1,108,108,1,11400,42,3,0,0,0,271.43,0.0714,10700,34,4,0,0,0,314.71,0.1176,mid opponent,22100,76,290.79,700,8,-1,0,0,0,-43.28,-0.0462,,350.0,-350.0,0.5158371040723982,0.4841628959276018,0
IMG_5820.PNG,1,Opponent 1,109,109,0,8900,29,3,0,0,0,306.9,0.1034,9100,31,3,1,0,0,293.55,0.0968,weak opponent,18000,60,300.0,-200,-2,0,-1,0,0,13.35,0.0066,,-100.0,100.0,0.4944444444444444,0.5055555555555555,0
IMG_5821.PNG,1,Opponent 1,110,110,0,11000,32,6,0,0,0,343.75,0.1875,12100,35,5,0,0,0,345.71,0.1429,mid opponent,23100,67,344.78,-1100,-3,1,0,0,0,-1.96,0.0446,,-550.0,550.0,0.4761904761904761,0.5238095238095238,0
IMG_5822.PNG,1,Opponent 1,111,111,0,6400,31,0,0,0,0,206.45,0.0,10000,34,3,2,0,0,294.12,0.0882,weak opponent,16400,65,252.31,-3600,-3,-3,-2,0,0,-87.67,-0.0882,,-1800.0,1800.0,0.3902439024390244,0.6097560975609756,0
IMG_5823.PNG,1,Opponent 1,112,112,0,8200,30,4,0,0,0,273.33,0.1333,10100,38,3,0,0,0,265.79,0.0789,weak opponent,18300,68,269.12,-1900,-8,1,0,0,0,7.54,0.0544,,-950.0,950.0,0.448087431693989,0.5519125683060109,0
IMG_5824.PNG,1,Opponent 1,113,113,1,13200,31,8,2,0,0,425.81,0.2581,9100,26,5,1,0,0,350.0,0.1923,mid opponent,22300,57,391.23,4100,5,3,1,0,0,75.81,0.0658,,2050.0,-2050.0,0.5919282511210763,0.4080717488789238,0
IMG_5825.PNG,1,Opponent 1,114,114,1,12900,47,4,0,0,0,274.47,0.0851,12400,39,4,0,0,0,317.95,0.1026,mid opponent,25300,86,294.19,500,8,0,0,0,0,-43.48,-0.0175,,250.0,-250.0,0.5098814229249012,0.4901185770750988,0
IMG_5826.PNG,1,Opponent 1,115,115,0,10800,29,4,2,0,0,372.41,0.1379,13100,32,6,2,0,0,409.38,0.1875,strong opponent,23900,61,391.8,-2300,-3,-2,0,0,0,-36.97,-0.0496,,-1150.0,1150.0,0.4518828451882845,0.5481171548117155,0
IMG_5827.PNG,1,Opponent 1,116,116,0,20600,54,11,0,0,0,381.48,0.2037,20700,38,13,4,2,1,544.74,0.3421,strong opponent,41300,92,448.91,-100,16,-2,-4,-2,-1,-163.26,-0.1384,"opponent had words worth 1800 and 2200 (SWORDER/SWORDERS); 2200 counted in all tiers, 1800 in over_800/over_1400",-50.0,50.0,0.4987893462469733,0.5012106537530266,0
IMG_5828.PNG,2,Opponent 2,117,1,1,5700,32,1,0,0,0,178.12,0.0312,4200,24,0,0,0,0,175.0,0.0,weak opp2,9900,56,176.79,1500,8,1,0,0,0,3.12,0.0312,,750.0,-750.0,0.5757575757575758,0.4242424242424242,1
IMG_5829.PNG,2,Opponent 2,118,2,0,12400,51,1,0,0,0,243.14,0.0196,14600,44,6,1,0,0,331.82,0.1364,strong opp2,27000,95,284.21,-2200,7,-5,-1,0,0,-88.68,-0.1168,,-1100.0,1100.0,0.4592592592592592,0.5407407407407407,1
IMG_5830.PNG,2,Opponent 2,119,3,1,15000,33,9,2,0,0,454.55,0.2727,11200,31,6,0,0,0,361.29,0.1935,strong opp2,26200,64,409.38,3800,2,3,2,0,0,93.26,0.0792,,1900.0,-1900.0,0.5725190839694656,0.4274809160305343,1
IMG_5831.PNG,2,Opponent 2,120,4,1,15500,52,4,0,0,0,298.08,0.0769,8700,31,2,0,0,0,280.65,0.0645,mid opp2,24200,83,291.57,6800,21,2,0,0,0,17.43,0.0124,,3400.0,-3400.0,0.640495867768595,0.359504132231405,1
IMG_5832.PNG,2,Opponent 2,121,5,0,8400,30,3,0,0,0,280.0,0.1,15100,39,7,3,0,0,387.18,0.1795,strong opp2,23500,69,340.58,-6700,-9,-4,-3,0,0,-107.18,-0.0795,,-3350.0,3350.0,0.3574468085106383,0.6425531914893617,1
IMG_5833.PNG,2,Opponent 2,122,6,0,5700,20,1,0,0,0,285.0,0.05,8100,25,2,1,0,0,324.0,0.08,mid opp2,13800,45,306.67,-2400,-5,-1,-1,0,0,-39.0,-0.03,,-1200.0,1200.0,0.4130434782608695,0.5869565217391305,1
IMG_5834.PNG,2,Opponent 2,123,7,1,15000,41,7,0,0,0,365.85,0.1707,13800,38,7,0,0,0,363.16,0.1842,strong opp2,28800,79,364.56,1200,3,0,0,0,0,2.69,-0.0135,,600.0,-600.0,0.5208333333333334,0.4791666666666667,1
IMG_5835.PNG,2,Opponent 2,124,8,0,5300,26,0,0,0,0,203.85,0.0,6300,30,0,0,0,0,210.0,0.0,weak opp2,11600,56,207.14,-1000,-4,0,0,0,0,-6.15,0.0,,-500.0,500.0,0.4568965517241379,0.5431034482758621,1
IMG_5836.PNG,2,Opponent 2,125,9,1,5200,20,2,0,0,0,260.0,0.1,4200,21,0,0,0,0,200.0,0.0,weak opp2,9400,41,229.27,1000,-1,2,0,0,0,60.0,0.1,,500.0,-500.0,0.5531914893617021,0.4468085106382978,1
IMG_5837.PNG,2,Opponent 2,126,10,1,20500,44,14,1,0,0,465.91,0.3182,10300,29,5,0,0,0,355.17,0.1724,strong opp2,30800,73,421.92,10200,15,9,1,0,0,110.74,0.1458,,5100.0,-5100.0,0.6655844155844156,0.3344155844155844,1
IMG_5838.PNG,2,Opponent 2,127,11,0,17000,36,8,5,0,0,472.22,0.2222,20700,40,11,5,2,0,517.5,0.275,strong opp2,37700,76,496.05,-3700,-4,-3,0,-2,0,-45.28,-0.0528,"opponent had non-standard 1800-point words (TRAILED, TRIALED); counted toward over_800 and over_1400",-1850.0,1850.0,0.4509283819628647,0.5490716180371353,1
IMG_5839.PNG,2,Opponent 2,128,12,1,5200,21,1,0,0,0,247.62,0.0476,4500,20,1,0,0,0,225.0,0.05,weak opp2,9700,41,236.59,700,1,0,0,0,0,22.62,-0.0024,,350.0,-350.0,0.5360824742268041,0.4639175257731959,1
IMG_5840.PNG,2,Opponent 2,129,13,0,3300,15,0,0,0,0,220.0,0.0,4100,19,1,0,0,0,215.79,0.0526,weak opp2,7400,34,217.65,-800,-4,-1,0,0,0,4.21,-0.0526,,-400.0,400.0,0.4459459459459459,0.5540540540540541,1
IMG_5841.PNG,2,Opponent 2,130,14,1,5500,20,2,1,0,0,275.0,0.1,5300,26,0,0,0,0,203.85,0.0,weak opp2,10800,46,234.78,200,-6,2,1,0,0,71.15,0.1,,100.0,-100.0,0.5092592592592593,0.4907407407407407,1
IMG_5842.PNG,2,Opponent 2,131,15,1,12700,43,3,0,0,0,295.35,0.0698,11300,41,3,0,0,0,275.61,0.0732,mid opp2,24000,84,285.71,1400,2,0,0,0,0,19.74,-0.0034,,700.0,-700.0,0.5291666666666667,0.4708333333333333,1
IMG_5843.PNG,2,Opponent 2,132,16,1,13200,43,5,0,0,0,306.98,0.1163,5300,28,1,0,0,0,189.29,0.0357,weak opp2,18500,71,260.56,7900,15,4,0,0,0,117.69,0.0806,,3950.0,-3950.0,0.7135135135135136,0.2864864864864865,1
IMG_5844.PNG,2,Opponent 2,133,17,0,5600,22,1,0,0,0,254.55,0.0455,8000,31,1,0,0,0,258.06,0.0323,mid opp2,13600,53,256.6,-2400,-9,0,0,0,0,-3.51,0.0132,,-1200.0,1200.0,0.4117647058823529,0.5882352941176471,1
IMG_5845.PNG,2,Opponent 2,134,18,0,5500,21,1,0,0,0,261.9,0.0476,5700,27,0,0,0,0,211.11,0.0,weak opp2,11200,48,233.33,-200,-6,1,0,0,0,50.79,0.0476,,-100.0,100.0,0.4910714285714285,0.5089285714285714,1
IMG_5846.PNG,2,Opponent 2,135,19,0,6700,27,1,0,0,0,248.15,0.037,8300,30,2,0,0,0,276.67,0.0667,mid opp2,15000,57,263.16,-1600,-3,-1,0,0,0,-28.52,-0.0297,,-800.0,800.0,0.4466666666666666,0.5533333333333333,1
IMG_5847.PNG,2,Opponent 2,136,20,0,9400,43,0,0,0,0,218.6,0.0,9800,33,2,2,0,0,296.97,0.0606,mid opp2,19200,76,252.63,-400,10,-2,-2,0,0,-78.37,-0.0606,,-200.0,200.0,0.4895833333333333,0.5104166666666666,1
IMG_5848.PNG,2,Opponent 2,137,21,0,13000,31,5,3,1,0,419.35,0.1613,15000,38,6,4,1,0,394.74,0.1579,strong opp2,28000,69,405.8,-2000,-7,-1,-1,0,0,24.61,0.0034,,-1000.0,1000.0,0.4642857142857143,0.5357142857142857,1
IMG_5849.PNG,2,Opponent 2,138,22,0,5800,28,0,0,0,0,207.14,0.0,5900,29,0,0,0,0,203.45,0.0,weak opp2,11700,57,205.26,-100,-1,0,0,0,0,3.69,0.0,,-50.0,50.0,0.4957264957264957,0.5042735042735043,1
IMG_5850.PNG,2,Opponent 2,139,23,1,9300,30,3,0,0,0,310.0,0.1,6800,29,0,0,0,0,234.48,0.0,weak opp2,16100,59,272.88,2500,1,3,0,0,0,75.52,0.1,,1250.0,-1250.0,0.577639751552795,0.422360248447205,1
IMG_5851.PNG,2,Opponent 2,140,24,1,23100,53,15,0,0,0,435.85,0.283,16900,39,10,1,0,0,433.33,0.2564,strong opp2,40000,92,434.78,6200,14,5,-1,0,0,2.52,0.0266,my_words_over_800 is a lower bound; visible 15-word list never drops below 800 before truncation (38 more hidden) — verified directly,3100.0,-3100.0,0.5775,0.4225,1
IMG_5852.PNG,2,Opponent 2,141,25,0,5600,25,1,0,0,0,224.0,0.04,6400,24,1,0,0,0,266.67,0.0417,mid opp2,12000,49,244.9,-800,1,0,0,0,0,-42.67,-0.0017,,-400.0,400.0,0.4666666666666667,0.5333333333333333,1
IMG_5853.PNG,2,Opponent 2,142,26,1,8800,31,3,0,0,0,283.87,0.0968,5300,22,1,0,0,0,240.91,0.0455,weak opp2,14100,53,266.04,3500,9,2,0,0,0,42.96,0.0513,,1750.0,-1750.0,0.624113475177305,0.375886524822695,1
IMG_5854.PNG,2,Opponent 2,143,27,1,9200,35,0,0,0,0,262.86,0.0,7100,28,1,0,0,0,253.57,0.0357,mid opp2,16300,63,258.73,2100,7,-1,0,0,0,9.29,-0.0357,,1050.0,-1050.0,0.5644171779141104,0.4355828220858895,1
IMG_5855.PNG,2,Opponent 2,144,28,1,15300,39,9,1,0,0,392.31,0.2308,10300,29,5,0,0,0,355.17,0.1724,strong opp2,25600,68,376.47,5000,10,4,1,0,0,37.14,0.0584,,2500.0,-2500.0,0.59765625,0.40234375,1
IMG_5856.PNG,2,Opponent 2,145,29,1,11700,40,5,0,0,0,292.5,0.125,11300,36,5,0,0,0,313.89,0.1389,mid opp2,23000,76,302.63,400,4,0,0,0,0,-21.39,-0.0139,,200.0,-200.0,0.508695652173913,0.4913043478260869,1
IMG_5857.PNG,2,Opponent 2,146,30,1,17700,43,11,0,0,0,411.63,0.2558,13800,40,5,0,0,0,345.0,0.125,strong opp2,31500,83,379.52,3900,3,6,0,0,0,66.63,0.1308,,1950.0,-1950.0,0.5619047619047619,0.4380952380952381,1
IMG_5858.PNG,2,Opponent 2,147,31,1,12200,41,3,0,0,0,297.56,0.0732,9800,31,4,0,0,0,316.13,0.129,mid opp2,22000,72,305.56,2400,10,-1,0,0,0,-18.57,-0.0558,,1200.0,-1200.0,0.5545454545454546,0.4454545454545454,1
IMG_5859.PNG,2,Opponent 2,148,32,1,12100,35,5,0,0,0,345.71,0.1429,9900,37,2,0,0,0,267.57,0.0541,mid opp2,22000,72,305.56,2200,-2,3,0,0,0,78.14,0.0888,,1100.0,-1100.0,0.55,0.45,1
IMG_5860.PNG,2,Opponent 2,149,33,0,5700,25,2,0,0,0,228.0,0.08,5900,23,3,0,0,0,256.52,0.1304,mid opp2,11600,48,241.67,-200,2,-1,0,0,0,-28.52,-0.0504,,-100.0,100.0,0.4913793103448275,0.5086206896551724,1
IMG_5861.PNG,2,Opponent 2,150,34,1,10300,46,0,0,0,0,223.91,0.0,8900,35,0,0,0,0,254.29,0.0,mid opp2,19200,81,237.04,1400,11,0,0,0,0,-30.38,0.0,,700.0,-700.0,0.5364583333333334,0.4635416666666667,1
IMG_5862.PNG,2,Opponent 2,151,35,1,11400,31,5,0,0,0,367.74,0.1613,9300,31,2,0,0,0,300.0,0.0645,mid opp2,20700,62,333.87,2100,0,3,0,0,0,67.74,0.0968,,1050.0,-1050.0,0.5507246376811594,0.4492753623188406,1
IMG_5863.PNG,2,Opponent 2,152,36,0,9800,36,2,0,0,0,272.22,0.0556,20600,38,9,7,3,0,542.11,0.2368,strong opp2,30400,74,410.81,-10800,-2,-7,-7,-3,0,-269.89,-0.1812,opponent had three 1800-point words (WOOLERS/TOOLERS/COOLERS); counted toward over_800 and over_1400,-5400.0,5400.0,0.3223684210526316,0.6776315789473685,1
IMG_5864.PNG,2,Opponent 2,153,37,1,17100,37,11,2,0,0,462.16,0.2973,10000,29,5,1,0,0,344.83,0.1724,strong opp2,27100,66,410.61,7100,8,6,1,0,0,117.33,0.1249,,3550.0,-3550.0,0.6309963099630996,0.3690036900369003,1
IMG_5865.PNG,2,Opponent 2,154,38,0,7600,26,2,0,0,0,292.31,0.0769,12100,25,6,5,0,0,484.0,0.24,strong opp2,19700,51,386.27,-4500,1,-4,-5,0,0,-191.69,-0.1631,,-2250.0,2250.0,0.3857868020304568,0.6142131979695431,1
IMG_5866.PNG,2,Opponent 2,155,39,0,6500,22,1,0,0,0,295.45,0.0455,6900,22,2,0,0,0,313.64,0.0909,mid opp2,13400,44,304.55,-400,0,-1,0,0,0,-18.19,-0.0454,,-200.0,200.0,0.4850746268656716,0.5149253731343284,1
IMG_5867.PNG,2,Opponent 2,156,40,0,2300,14,0,0,0,0,164.29,0.0,3400,15,1,0,0,0,226.67,0.0667,weak opp2,5700,29,196.55,-1100,-1,-1,0,0,0,-62.38,-0.0667,,-550.0,550.0,0.4035087719298245,0.5964912280701754,1
IMG_5868.PNG,2,Opponent 2,157,41,1,16600,47,8,0,0,0,353.19,0.1702,16500,45,9,1,0,0,366.67,0.2,strong opp2,33100,92,359.78,100,2,-1,-1,0,0,-13.48,-0.0298,,50.0,-50.0,0.5015105740181269,0.4984894259818731,1
IMG_5869.PNG,2,Opponent 2,158,42,0,9300,29,4,0,0,0,320.69,0.1379,15100,29,11,3,0,0,520.69,0.3793,strong opp2,24400,58,420.69,-5800,0,-7,-3,0,0,-200.0,-0.2414,,-2900.0,2900.0,0.3811475409836065,0.6188524590163934,1
IMG_5870.PNG,2,Opponent 2,159,43,1,11500,30,7,1,0,0,383.33,0.2333,7700,29,3,0,0,0,265.52,0.1034,mid opp2,19200,59,325.42,3800,1,4,1,0,0,117.81,0.1299,,1900.0,-1900.0,0.5989583333333334,0.4010416666666667,1
IMG_5871.PNG,2,Opponent 2,160,44,0,8100,28,2,0,0,0,289.29,0.0714,8300,34,1,0,0,0,244.12,0.0294,weak opp2,16400,62,264.52,-200,-6,1,0,0,0,45.17,0.042,,-100.0,100.0,0.4939024390243902,0.5060975609756098,1
IMG_5872.PNG,2,Opponent 2,161,45,0,7600,21,4,0,0,0,361.9,0.1905,8900,21,5,2,0,0,423.81,0.2381,strong opp2,16500,42,392.86,-1300,0,-1,-2,0,0,-61.91,-0.0476,,-650.0,650.0,0.4606060606060606,0.5393939393939394,1
IMG_5873.PNG,2,Opponent 2,162,46,0,13600,39,7,0,0,0,348.72,0.1795,16900,38,11,0,0,0,444.74,0.2895,strong opp2,30500,77,396.1,-3300,1,-4,0,0,0,-96.02,-0.11,,-1650.0,1650.0,0.4459016393442623,0.5540983606557377,1
IMG_5874.PNG,2,Opponent 2,163,47,1,10000,33,4,0,0,0,303.03,0.1212,8300,29,3,0,0,0,286.21,0.1034,mid opp2,18300,62,295.16,1700,4,1,0,0,0,16.82,0.0178,,850.0,-850.0,0.546448087431694,0.453551912568306,1
IMG_5875.PNG,2,Opponent 2,164,48,1,5900,26,0,0,0,0,226.92,0.0,3000,18,0,0,0,0,166.67,0.0,weak opp2,8900,44,202.27,2900,8,0,0,0,0,60.25,0.0,,1450.0,-1450.0,0.6629213483146067,0.3370786516853932,1
IMG_5876.PNG,2,Opponent 2,165,49,1,6300,26,1,1,0,0,242.31,0.0385,5300,26,0,0,0,0,203.85,0.0,weak opp2,11600,52,223.08,1000,0,1,1,0,0,38.46,0.0385,,500.0,-500.0,0.5431034482758621,0.4568965517241379,1
IMG_5877.PNG,2,Opponent 2,166,50,1,9400,35,2,0,0,0,268.57,0.0571,8900,36,2,0,0,0,247.22,0.0556,weak opp2,18300,71,257.75,500,-1,0,0,0,0,21.35,0.0015,,250.0,-250.0,0.5136612021857924,0.4863387978142076,1
IMG_5878.PNG,2,Opponent 2,167,51,1,8400,37,2,0,0,0,227.03,0.0541,7400,30,2,0,0,0,246.67,0.0667,weak opp2,15800,67,235.82,1000,7,0,0,0,0,-19.64,-0.0126,,500.0,-500.0,0.5316455696202531,0.4683544303797468,1
